ind,sexe,age,taille,poids
ind_5749,F,14,163,61.5
ind_5749,F,15,164.8,67.1
ind_5749,F,16,166,69
ind_5749,F,17.2,166.1,69.6
ind_5749,F,18.1,166.2,69.2
ind_5750,F,1,73.2,10
ind_5750,F,1.9,85.2,12
ind_5750,F,3,94.2,14
ind_5750,F,4,102,15.5
ind_5750,F,5,108.1,17
ind_5750,F,5.8,114,20.1
ind_5750,F,7.4,119.9,22.2
ind_5750,F,7.9,125.8,24.9
ind_5750,F,9,131.8,26.9
ind_5750,F,10.3,137.2,31.8
ind_5750,F,11.3,143.2,36.8
ind_5750,F,12,149.1,41.4
ind_5750,F,14,157.8,49.9
ind_5750,F,15,159.6,53.9
ind_5750,F,15.9,160.8,55.9
ind_5751,M,2.1,87.2,11.7
ind_5751,M,3.1,97.3,13.7
ind_5751,M,4.8,111.8,16.8
ind_5751,M,6,117.9,19.7
ind_5751,M,7.1,124.5,22
ind_5751,M,13.3,160,43.8
ind_5751,M,14.1,166.9,50
ind_5751,M,17.3,180.5,64.7
ind_5751,M,18.1,181.6,68.2
ind_5752,M,1,75.2,9.1
ind_5752,M,2.4,85.6,12.4
ind_5752,M,5.3,109.2,16.6
ind_5752,M,6,114.9,18.5
ind_5752,M,6.9,120.6,20.1
ind_5752,M,9.4,130.8,27.1
ind_5752,M,10,135.9,27.3
ind_5752,M,11,140.8,30.8
ind_5752,M,12.3,146.9,37.1
ind_5752,M,13.4,153.9,41
ind_5752,M,14.1,160.4,46.3
ind_5752,M,16.1,170.1,55.9
ind_5752,M,16.9,173.8,58.8
ind_5752,M,18.3,175.6,62.7
ind_5753,F,0.9,73.5,10.3
ind_5753,F,2.1,85.7,12.9
ind_5753,F,3.2,94.8,15.2
ind_5753,F,5.3,108.7,19
ind_5753,F,6.4,114.9,22.6
ind_5753,F,8,126.2,27.1
ind_5753,F,8.8,132,28.6
ind_5753,F,11.2,144.3,40.5
ind_5753,F,14.3,159.2,54.5
ind_5753,F,15.2,161,58.3
ind_5753,F,16.2,161.9,59.9
ind_5753,F,18.2,161.7,59.5
ind_5754,M,1.1,74.3,8.7
ind_5754,M,2,84.3,10.6
ind_5754,M,5,107.6,14.6
ind_5754,M,7.1,118.8,19.5
ind_5754,M,8,123.5,23.1
ind_5754,M,9.2,128.3,24.7
ind_5754,M,10,133,25.4
ind_5754,M,11.1,137.6,28.4
ind_5754,M,11.8,143,33
ind_5754,M,13,149.1,33.4
ind_5754,M,14.3,156,38.7
ind_5754,M,16.3,164.6,44.2
ind_5754,M,17,167.9,49.4
ind_5754,M,18,169.4,53
ind_5755,F,1.1,74,11.4
ind_5755,F,2,85.7,13.1
ind_5755,F,3,94.7,15
ind_5755,F,4.3,103.2,18.6
ind_5755,F,6.3,115.2,23.6
ind_5755,F,8.1,126.9,28.7
ind_5755,F,9.3,133,31.7
ind_5755,F,11.4,145.1,42.5
ind_5755,F,12,150.5,45.6
ind_5755,F,15.1,161.6,60.3
ind_5755,F,17.1,162.8,62.8
ind_5755,F,18.1,162.7,62
ind_5756,M,1,73.1,7.8
ind_5756,M,4.3,99.7,11.7
ind_5756,M,5,106.7,13.1
ind_5756,M,6,112.7,16.1
ind_5756,M,7.3,117.7,16.7
ind_5756,M,7.9,122.5,21.1
ind_5756,M,9.2,127.4,22.7
ind_5756,M,10.9,136.3,24.3
ind_5756,M,12.1,142.6,29.5
ind_5756,M,12.9,148.9,28.1
ind_5756,M,14.1,156.6,33
ind_5756,M,15,163.1,38.8
ind_5756,M,16,167.5,39.7
ind_5756,M,17.1,171,44.3
ind_5756,M,18.1,171.4,45.4
ind_5757,F,1.3,74.3,9.3
ind_5757,F,2,86.2,11
ind_5757,F,3,95.2,12.9
ind_5757,F,4.1,103.2,13.5
ind_5757,F,5,109.2,14.8
ind_5757,F,6.2,115.4,17.4
ind_5757,F,7,121.2,18.3
ind_5757,F,8,127.2,20.4
ind_5757,F,9.1,133.2,21.4
ind_5757,F,11.2,145.3,29.7
ind_5757,F,13.1,156.4,35.9
ind_5757,F,14.1,160.4,39.2
ind_5757,F,18.1,163.6,44.5
ind_5758,M,1.3,76.5,10.1
ind_5758,M,2,86.6,12.6
ind_5758,M,3.1,96.5,14.4
ind_5758,M,4.3,103.6,15.9
ind_5758,M,5,110.7,17.9
ind_5758,M,7.3,123,23.2
ind_5758,M,8.4,128.1,26.4
ind_5758,M,9,133,29
ind_5758,M,9.9,139.4,33.8
ind_5758,M,11,144.6,37.3
ind_5758,M,11.8,150.7,42.9
ind_5758,M,13.3,158.2,48.6
ind_5758,M,14.3,165.2,54.9
ind_5758,M,15.1,171.3,60.3
ind_5758,M,17,179.2,72.8
ind_5758,M,18,180.3,75.9
ind_5759,M,0.9,79.9,12.5
ind_5759,M,1.8,90.2,14.3
ind_5759,M,4.1,110,19.9
ind_5759,M,5,117,21.2
ind_5759,M,6.2,122.5,25
ind_5759,M,7,129.8,27.9
ind_5759,M,8,135.4,31.2
ind_5759,M,9,140.4,33.4
ind_5759,M,10,149.8,42
ind_5759,M,11,154.4,44.7
ind_5759,M,13.1,169.3,58.8
ind_5759,M,13.9,176.9,65.2
ind_5759,M,15.1,184.9,71.2
ind_5759,M,16.3,191.2,81
ind_5759,M,18,194.5,85.3
ind_5760,F,4.1,108.3,23.3
ind_5760,F,6.1,120.7,29.3
ind_5760,F,7,127.1,35.9
ind_5760,F,7.9,133.4,37.8
ind_5760,F,10.3,148.1,50
ind_5760,F,11,155.1,56.7
ind_5760,F,13.4,167.9,73
ind_5760,F,14,173.1,79.1
ind_5760,F,15,176.5,82.2
ind_5760,F,16,177.4,84.7
ind_5760,F,17,178.2,87.9
ind_5760,F,18.1,179.2,88.2
ind_5761,M,2,83.7,10.8
ind_5761,M,3.3,94,12.9
ind_5761,M,5.2,106.8,15.2
ind_5761,M,6,112.6,18.2
ind_5761,M,7.2,117.7,20.3
ind_5761,M,8,122.5,23.8
ind_5761,M,9.1,127.2,25.8
ind_5761,M,10,131.7,27.1
ind_5761,M,11,136.6,30.3
ind_5761,M,13,148.7,38.3
ind_5761,M,14,156.3,45
ind_5761,M,15,161.5,50
ind_5761,M,16.2,165.2,54.1
ind_5761,M,17.1,168.2,58
ind_5761,M,18.1,169.1,61.4
ind_5762,F,3,95.3,13.9
ind_5762,F,4,103.4,15.2
ind_5762,F,5,109.5,16.7
ind_5762,F,6.3,115.7,20.6
ind_5762,F,7,121.5,22.1
ind_5762,F,7.9,127.4,24.3
ind_5762,F,8.9,133.3,26.3
ind_5762,F,11.1,145.6,36.8
ind_5762,F,12.1,151.6,41.2
ind_5762,F,13,156.6,45.2
ind_5762,F,13.9,160.5,48.9
ind_5762,F,15.3,162.9,54.1
ind_5762,F,15.9,163.6,55
ind_5762,F,17.2,163.9,56.9
ind_5762,F,18.1,163.8,55.7
ind_5763,F,1.2,73.1,8.9
ind_5763,F,2.1,85.1,11
ind_5763,F,2.8,94,13.4
ind_5763,F,4.1,101.7,13.8
ind_5763,F,5,107.7,15.4
ind_5763,F,6,113.7,18.2
ind_5763,F,8,125.7,22
ind_5763,F,9.1,131.6,23.3
ind_5763,F,10.1,137,27.5
ind_5763,F,10.9,143,32.4
ind_5763,F,12.4,148.9,36.3
ind_5763,F,13,153,39.8
ind_5763,F,14,157.1,43.6
ind_5763,F,14.9,158.9,47.3
ind_5763,F,16.3,159.7,49.4
ind_5763,F,17,159.8,50.8
ind_5763,F,18,159.8,50.6
ind_5764,F,2.4,84.3,9.7
ind_5764,F,4,101.1,11.1
ind_5764,F,6.2,112.7,13.6
ind_5764,F,7.1,118.4,12.9
ind_5764,F,8.2,124.3,15.9
ind_5764,F,9,130.2,17.1
ind_5764,F,10,134.9,21.8
ind_5764,F,11,140.6,25.9
ind_5764,F,12,146.4,28.7
ind_5764,F,13.9,153.4,35.8
ind_5764,F,15.2,155.5,39.5
ind_5764,F,16,156.6,42.1
ind_5764,F,16.8,156.7,44
ind_5765,F,1.1,74.4,10.3
ind_5765,F,2,86.3,12.3
ind_5765,F,3.2,95.4,14.3
ind_5765,F,5.1,109.5,17.6
ind_5765,F,6.2,115.5,20.8
ind_5765,F,9,133.4,28.4
ind_5765,F,10.2,139.6,33.4
ind_5765,F,11.2,145.6,38.6
ind_5765,F,13,156.7,48
ind_5765,F,13.8,160.6,52.3
ind_5765,F,15.4,162.9,56.4
ind_5765,F,16,163.8,58.4
ind_5765,F,17,163.9,59.2
ind_5766,F,0.9,76.1,12.5
ind_5766,F,2.3,88.2,14
ind_5766,F,3.1,97.5,16
ind_5766,F,5.2,112,20.6
ind_5766,F,6,118.2,24.3
ind_5766,F,7,124.3,28.4
ind_5766,F,9,136.8,33.3
ind_5766,F,10.8,150.9,45.8
ind_5766,F,11.9,157.3,50.4
ind_5766,F,13,164.4,57.2
ind_5766,F,14,169.1,61
ind_5766,F,14.9,171.1,66.1
ind_5766,F,16,172.7,66.6
ind_5766,F,17,172.7,68.1
ind_5767,F,1.2,75.6,9.7
ind_5767,F,2.1,87.5,11.7
ind_5767,F,3.1,96.4,13.8
ind_5767,F,4,104.5,15
ind_5767,F,6.9,122.9,21.6
ind_5767,F,10.4,142.1,30.8
ind_5767,F,11.3,147.8,35.6
ind_5767,F,12,153.2,40
ind_5767,F,14.1,163,47.9
ind_5767,F,15.1,165.2,51.9
ind_5767,F,16.2,166.4,54.1
ind_5767,F,17.3,166.9,55
ind_5767,F,17.9,166.6,54.8
ind_5768,M,1,74.4,8.8
ind_5768,M,2,84.3,10.8
ind_5768,M,2.9,94.3,12.8
ind_5768,M,5.1,108,15.1
ind_5768,M,6,114.2,18.2
ind_5768,M,8.1,124.2,23.2
ind_5768,M,9.3,128.8,25.1
ind_5768,M,11,138.8,28.8
ind_5768,M,12.2,145,33.4
ind_5768,M,14,157.7,41.9
ind_5768,M,15,163.6,47.1
ind_5768,M,15.8,167.5,51
ind_5768,M,17,171,54.6
ind_5768,M,18.1,171.3,56.7
ind_5769,F,0.9,74.9,9.6
ind_5769,F,8.9,134.2,25.9
ind_5769,F,9.9,140.7,30.9
ind_5769,F,13,158.2,44.7
ind_5769,F,14,162.1,48.7
ind_5769,F,15.3,164.1,53.2
ind_5769,F,16.1,165,55
ind_5769,F,17.8,165.2,55.3
ind_5770,M,1.2,74.2,8
ind_5770,M,2,84.3,10.1
ind_5770,M,3.1,94.3,11.9
ind_5770,M,6.1,114.2,17
ind_5770,M,8.1,125,21.6
ind_5770,M,9,130.1,23.5
ind_5770,M,11.1,140.3,25.2
ind_5770,M,13.3,153.2,29.4
ind_5770,M,14,159.9,35.7
ind_5770,M,16.1,170.2,43.4
ind_5771,F,0.8,72,7.5
ind_5771,F,3.1,93.4,12.6
ind_5771,F,4.1,100.8,12.5
ind_5771,F,5,106.5,13.9
ind_5771,F,6,112.6,15.9
ind_5771,F,7.3,119,17.8
ind_5771,F,8.1,124.8,19.4
ind_5771,F,10,136,25.1
ind_5771,F,11.2,142.3,30.6
ind_5771,F,12.2,148.1,34.2
ind_5771,F,13,152.3,35.9
ind_5771,F,15,158.6,42.8
ind_5771,F,16.3,159.7,46.6
ind_5771,F,17.1,159.8,47.1
ind_5771,F,18,159.8,45.6
ind_5772,F,1.2,76.9,11.9
ind_5772,F,2.3,89,13.7
ind_5772,F,2.8,97.9,16.5
ind_5772,F,5.8,118.9,25.8
ind_5772,F,7.1,125.1,29.4
ind_5772,F,8.4,131.3,31.4
ind_5772,F,9.1,137.6,35.6
ind_5772,F,9.8,145.8,41.9
ind_5772,F,12,157.6,53.8
ind_5772,F,13.1,164.9,59.1
ind_5772,F,13.8,169.7,63.6
ind_5772,F,15,172,66.9
ind_5772,F,16.1,173.6,69
ind_5772,F,18.1,176,69.6
ind_5773,M,1,80.7,12.5
ind_5773,M,3,101.1,16.4
ind_5773,M,4,108.9,19.2
ind_5773,M,5.3,116.8,20.4
ind_5773,M,6,122.8,23.9
ind_5773,M,7.1,130.3,27.3
ind_5773,M,8.2,136.3,31.1
ind_5773,M,9,142,33.1
ind_5773,M,10.3,153,41.8
ind_5773,M,11,156.8,44.6
ind_5773,M,12,161.4,49.1
ind_5773,M,13.3,171.3,58
ind_5773,M,15,183.1,70
ind_5773,M,16,188.2,80.7
ind_5773,M,17,194,86
ind_5773,M,18.4,196.2,87.7
ind_5774,F,1.1,75.5,13.1
ind_5774,F,2,87.2,15
ind_5774,F,3.3,96.8,17.1
ind_5774,F,3.8,104.3,20.8
ind_5774,F,5.3,111.2,23
ind_5774,F,6,116.7,26.5
ind_5774,F,7.4,123.4,31.5
ind_5774,F,8.8,134.6,37.2
ind_5774,F,10.4,142,43.1
ind_5774,F,11.3,148.2,48.9
ind_5774,F,12,153.9,54.5
ind_5774,F,14.2,163.6,66.9
ind_5774,F,15,165.7,73.1
ind_5774,F,15.9,166.3,72.5
ind_5774,F,18.4,166.8,73.7
ind_5775,F,0.8,73,8.4
ind_5775,F,2.2,85.2,10.7
ind_5775,F,3,94.1,12.5
ind_5775,F,3.9,102.1,12.7
ind_5775,F,4.9,108,14
ind_5775,F,8.1,126,19.4
ind_5775,F,8.8,131.9,20.4
ind_5775,F,10,137.5,24.2
ind_5775,F,11.1,143.6,28.4
ind_5775,F,12.3,149.5,31.3
ind_5775,F,13,153.8,34.7
ind_5775,F,13.9,158,36.5
ind_5775,F,15,159.8,39.7
ind_5775,F,16.1,160.5,43.8
ind_5775,F,17.2,160.7,44.3
ind_5775,F,18.1,160.8,44.4
ind_5776,M,1.3,76.2,10.6
ind_5776,M,3.1,96.2,14.6
ind_5776,M,4,103.3,16.3
ind_5776,M,6.1,116.3,20.8
ind_5776,M,7,122.3,23.6
ind_5776,M,8.4,127.3,27
ind_5776,M,10,138.4,33.3
ind_5776,M,11,143.4,36.7
ind_5776,M,12.3,149.5,41.7
ind_5776,M,13,156.5,47.5
ind_5776,M,13.9,163.5,53.6
ind_5776,M,16,173.5,65.9
ind_5776,M,17.4,177.5,69.9
ind_5777,M,1.1,73.3,7.7
ind_5777,M,2.3,83.5,10.3
ind_5777,M,3.1,93,11.4
ind_5777,M,4.1,99.6,11.1
ind_5777,M,4.8,106.5,11.7
ind_5777,M,6.1,112.8,16.1
ind_5777,M,7,117.8,16.2
ind_5777,M,7.9,122.5,19.8
ind_5777,M,9.1,127.1,22.3
ind_5777,M,10.2,131,20.5
ind_5777,M,11,135.7,23.1
ind_5777,M,14.1,154.5,33.1
ind_5777,M,14.8,159.9,38.7
ind_5777,M,15.9,163.7,38.6
ind_5777,M,17,167.1,42.1
ind_5777,M,18.1,169,46.2
ind_5778,F,1,73.8,9.8
ind_5778,F,2.4,86.5,13.3
ind_5778,F,4,102.7,15.1
ind_5778,F,5.9,114.5,19.1
ind_5778,F,6.9,120.5,21.4
ind_5778,F,8.1,126.9,24.8
ind_5778,F,9.1,132.9,26.7
ind_5778,F,10.1,138.8,31.5
ind_5778,F,12,150.6,40.6
ind_5778,F,12.9,155.3,44.5
ind_5778,F,13.8,159.2,48.2
ind_5778,F,15.2,161.8,53.5
ind_5778,F,15.8,162.2,54.3
ind_5778,F,17.4,163.2,57.4
ind_5778,F,18,162.6,55.4
ind_5779,F,2.3,85.6,11.7
ind_5779,F,3.3,94.6,13.7
ind_5779,F,4,102.8,16.1
ind_5779,F,5.1,108.7,17.4
ind_5779,F,6.1,114.7,20.5
ind_5779,F,7,120.8,23.6
ind_5779,F,8.2,126.7,25.7
ind_5779,F,9.3,132.6,27.8
ind_5779,F,10,138.7,33.6
ind_5779,F,11.1,144.6,38.6
ind_5779,F,12.2,150.6,43
ind_5779,F,14,159.6,52.3
ind_5779,F,15,161.6,56.6
ind_5779,F,17,162.7,59.2
ind_5779,F,18.4,162.8,58.8
ind_5780,F,1,76.2,11.7
ind_5780,F,2.2,88.4,13.7
ind_5780,F,2.9,97.2,15.8
ind_5780,F,3.8,105.6,19.3
ind_5780,F,6.3,117.2,25.1
ind_5780,F,7.3,123.2,29.4
ind_5780,F,9.1,135.2,36.1
ind_5780,F,10.3,141.6,41.6
ind_5780,F,11.1,147.6,47.8
ind_5780,F,12,153.8,52.9
ind_5780,F,12.8,159.5,58.3
ind_5780,F,16.2,166.8,68.5
ind_5780,F,16.8,166.9,70
ind_5780,F,18,167,68.6
ind_5781,M,1,74.4,8.8
ind_5781,M,3.1,94.5,12.7
ind_5781,M,4,101.2,13.8
ind_5781,M,5,108.2,15.3
ind_5781,M,6.1,114.1,18.2
ind_5781,M,7.2,119.6,20
ind_5781,M,8.1,124.4,23.7
ind_5781,M,9.1,129.5,25.6
ind_5781,M,9.9,134.7,27.4
ind_5781,M,12,145.1,35.7
ind_5781,M,13,151.1,38.9
ind_5781,M,14,157.7,44.7
ind_5781,M,15.3,163.8,48.9
ind_5781,M,16,167.9,52.6
ind_5781,M,17.2,171.6,56
ind_5781,M,18,172.8,58.4
ind_5782,F,1.1,77,12.5
ind_5782,F,2,88.7,14.3
ind_5782,F,3.2,97.8,16.6
ind_5782,F,4.9,112.1,20.6
ind_5782,F,7.3,124.3,30.5
ind_5782,F,8,130.2,32.8
ind_5782,F,9,136.4,35.6
ind_5782,F,10.1,143.3,41.1
ind_5782,F,11.3,149.2,47.6
ind_5782,F,12.4,155.3,53.6
ind_5782,F,13,160.3,59
ind_5782,F,14.1,164.5,65.3
ind_5782,F,15,166.2,70.6
ind_5782,F,15.9,167.1,72.4
ind_5782,F,17,167.6,73.6
ind_5782,F,18.2,167.8,72.2
ind_5783,M,3,100.2,16
ind_5783,M,6.1,122,23
ind_5783,M,7,128.7,27
ind_5783,M,8.1,133.5,30.1
ind_5783,M,8.8,138.4,32.2
ind_5783,M,11.2,151.9,42.8
ind_5783,M,12.3,158.8,47.6
ind_5783,M,13.1,167.9,57
ind_5784,M,1.2,75.2,11.5
ind_5784,M,3,95,14.8
ind_5784,M,4.1,101.7,17
ind_5784,M,5,108.7,18.2
ind_5784,M,7,120.3,24.3
ind_5784,M,8,125.1,27.9
ind_5784,M,10,135.8,34.9
ind_5784,M,11.4,141,40.1
ind_5784,M,12.2,146.9,44.4
ind_5784,M,13.1,153.3,50.6
ind_5784,M,14.1,160.4,56.5
ind_5784,M,15,165.9,61.3
ind_5784,M,15.8,170,68.6
ind_5784,M,17.1,174.1,73.2
ind_5784,M,18.3,175.5,76.1
ind_5785,M,1.1,75.9,9.6
ind_5785,M,3.3,96.1,14.1
ind_5785,M,4,102.8,14.5
ind_5785,M,8.3,127,25.3
ind_5785,M,8.9,131.6,26.5
ind_5785,M,10,137.6,28.9
ind_5785,M,11.1,142.7,32.7
ind_5785,M,14,162.6,47.2
ind_5785,M,16,172.5,57
ind_5785,M,18.1,177.6,64.9
ind_5786,M,1.1,74.7,8.7
ind_5786,M,3.2,94.9,13
ind_5786,M,5.3,108.6,15.8
ind_5786,M,6.3,114.5,19
ind_5786,M,7.2,119.8,20.2
ind_5786,M,9,129.3,24.4
ind_5786,M,10.2,134.2,24.7
ind_5786,M,11.1,138.8,27.4
ind_5786,M,12,144.4,32.3
ind_5786,M,14.2,157.7,40.7
ind_5786,M,14.9,162.9,44
ind_5786,M,15.9,167.4,47
ind_5786,M,17.1,171,51.3
ind_5787,M,0.8,76.7,8.7
ind_5787,M,1.9,86.8,11.1
ind_5787,M,5.1,110.9,16.3
ind_5787,M,6,116.9,19
ind_5787,M,7.1,123.1,21.4
ind_5787,M,7.9,128.2,24.2
ind_5787,M,9.3,133.5,27.5
ind_5787,M,10.3,139.8,29.2
ind_5787,M,12.3,150.8,37.5
ind_5787,M,13.3,158.1,40.7
ind_5787,M,14,165,45.5
ind_5787,M,17.1,178.9,58.4
ind_5787,M,17.9,180,60.6
ind_5788,M,1.1,73.4,7.3
ind_5788,M,1.9,83.5,9.2
ind_5788,M,5,106.4,12.9
ind_5788,M,6,112.6,16.1
ind_5788,M,7,118.3,17.5
ind_5788,M,8,123.6,21.5
ind_5788,M,9.1,128.7,23.4
ind_5788,M,10,133.8,21.3
ind_5788,M,12.1,145.1,31.5
ind_5788,M,14.1,159.1,38.8
ind_5788,M,15,165,43.8
ind_5788,M,16.1,169.5,44.4
ind_5788,M,18.1,174.9,52
ind_5789,M,2,85.7,11.4
ind_5789,M,3,95.8,13.3
ind_5789,M,6.9,121.5,20.7
ind_5789,M,7.9,126.5,24.3
ind_5789,M,10,137.4,28.7
ind_5789,M,11.2,142.6,33.1
ind_5789,M,12.1,148.5,37.5
ind_5789,M,15,168.4,51.5
ind_5789,M,16,172.3,56
ind_5790,M,0.9,72.4,7.2
ind_5790,M,4.1,97.4,11.8
ind_5790,M,5,103.5,13
ind_5790,M,6.2,109.8,16.7
ind_5790,M,8,119.2,20.9
ind_5790,M,9,124.6,22.4
ind_5790,M,11,132.9,23.8
ind_5790,M,13.1,145,27.2
ind_5790,M,14.3,152.8,35
ind_5790,M,17.1,166.6,43.2
ind_5790,M,18.1,166.6,44.9
ind_5791,M,0.9,75.5,8.7
ind_5791,M,2.2,85.5,11.1
ind_5791,M,3,95.5,12.9
ind_5791,M,3.9,102.4,13.5
ind_5791,M,5.1,109.3,15.4
ind_5791,M,6,115.2,18.4
ind_5791,M,7.1,121.1,20.3
ind_5791,M,8.9,131.2,25.8
ind_5791,M,10,136.9,27.5
ind_5791,M,10.9,142,31
ind_5791,M,12.3,148,37.1
ind_5791,M,13.2,154.8,39.8
ind_5791,M,14.1,161.9,45.2
ind_5791,M,15.1,167.8,49.9
ind_5791,M,16.1,171.8,54
ind_5791,M,17,175.9,58.2
ind_5791,M,18,176.9,61.5
ind_5792,F,1,73.2,9.5
ind_5792,F,2.2,85.4,12.3
ind_5792,F,3,94.1,13.5
ind_5792,F,4,101.9,14.6
ind_5792,F,5,107.8,16.1
ind_5792,F,6,113.9,19
ind_5792,F,7.1,120.1,21.4
ind_5792,F,8,125.9,23.6
ind_5792,F,10,137.7,30.4
ind_5792,F,11.2,143.7,35.9
ind_5792,F,11.9,149.4,39.3
ind_5792,F,13,154.3,43.6
ind_5792,F,14.1,158.4,47.8
ind_5792,F,15.2,160.6,52
ind_5792,F,16,161.5,53.6
ind_5792,F,16.9,161.5,54
ind_5793,M,1,73.7,8.8
ind_5793,M,3.2,93.9,12.9
ind_5793,M,4,100.2,13.7
ind_5793,M,5.1,107.1,15.3
ind_5793,M,6.8,118.9,20.4
ind_5793,M,11,137.8,30.9
ind_5793,M,13.2,150.1,39
ind_5793,M,14,156.6,44.7
ind_5793,M,15.4,162.5,49.1
ind_5793,M,16,166.9,52.4
ind_5793,M,17,170.6,56
ind_5793,M,18.2,171.8,60
ind_5794,F,5,108.3,15.6
ind_5794,F,7.3,120.6,21.2
ind_5794,F,9,132.3,24
ind_5794,F,10,138.1,28.7
ind_5794,F,11,144.1,33.6
ind_5794,F,12,150.1,38.1
ind_5794,F,13.2,155.1,42.6
ind_5794,F,14.1,159,45.7
ind_5794,F,16.8,161.9,51
ind_5794,F,18.4,162.3,51.4
ind_5795,F,3,95.2,14.7
ind_5795,F,5.1,109.2,18.6
ind_5795,F,6.3,115.3,22.2
ind_5795,F,7.2,121.3,25.4
ind_5795,F,11,145.3,40.4
ind_5795,F,12.3,151.5,45.5
ind_5795,F,13,156.5,50.3
ind_5795,F,15.1,162.5,59.2
ind_5795,F,16,163.6,61.3
ind_5795,F,17,163.7,62.4
ind_5796,F,3,95.6,15.2
ind_5796,F,6,115.9,22.8
ind_5796,F,7.4,122,25.8
ind_5796,F,8.3,127.9,28.1
ind_5796,F,11,146.1,41.1
ind_5796,F,13.1,157.8,51.9
ind_5796,F,15.4,163.8,60.1
ind_5796,F,17.1,164.9,62.9
ind_5796,F,18.1,165.2,62.5
ind_5797,M,1.1,76.9,11.8
ind_5797,M,2,86.9,13.8
ind_5797,M,2.9,96.8,16
ind_5797,M,4,104,18.5
ind_5797,M,5.3,111,19.7
ind_5797,M,5.9,116.8,22.8
ind_5797,M,7.1,122.9,26.1
ind_5797,M,8.2,128,29.7
ind_5797,M,10,139.3,39.4
ind_5797,M,11,144.5,42.5
ind_5797,M,12.2,150.4,46.7
ind_5797,M,13,157.5,54.2
ind_5797,M,14,164.4,60.4
ind_5797,M,15.1,170.5,65.2
ind_5797,M,16.3,174.5,74.2
ind_5797,M,17,178.5,77.2
ind_5797,M,18.3,179.7,80.2
ind_5798,M,1.1,76.3,10.7
ind_5798,M,3,96.2,14.5
ind_5798,M,3.9,103.1,16
ind_5798,M,5,110.2,17.7
ind_5798,M,7,122.3,23.4
ind_5798,M,8,127.3,27
ind_5798,M,9,132.3,29
ind_5798,M,10,138.4,33.7
ind_5798,M,11,143.4,37.2
ind_5798,M,13,156.4,48.4
ind_5798,M,18.1,178.5,73.3
ind_5799,F,1.3,76.2,12.7
ind_5799,F,2.2,88.1,14.5
ind_5799,F,2.8,96.5,15.3
ind_5799,F,6,117.2,24.9
ind_5799,F,8,129.3,31.4
ind_5799,F,9,135.5,34.3
ind_5799,F,10.2,142.3,40.3
ind_5799,F,11,148.5,45.2
ind_5799,F,12.1,155.1,50.3
ind_5799,F,13.1,161,57.1
ind_5799,F,15,167,67.3
ind_5799,F,16.1,167.8,69.4
ind_5799,F,17,168.1,69.6
ind_5799,F,18.3,168.9,69.9
ind_5800,M,1,77.4,11.6
ind_5800,M,2.4,87.5,13.8
ind_5800,M,3,97.4,15.8
ind_5800,M,4.1,104.7,18
ind_5800,M,5,111.8,19.7
ind_5800,M,7,123.9,25.7
ind_5800,M,8.2,129.2,29.2
ind_5800,M,10.3,141.1,37.8
ind_5800,M,11,145.9,41.1
ind_5800,M,12.1,151.9,46.2
ind_5800,M,13.1,159.6,54.6
ind_5800,M,14,166.9,60.3
ind_5800,M,15.1,173,66
ind_5800,M,16,177.1,74.2
ind_5800,M,17,180.7,77.6
ind_5801,M,1.2,74.8,10.2
ind_5801,M,2,84.5,11.5
ind_5801,M,3,94.6,13.6
ind_5801,M,4,101.2,14.8
ind_5801,M,5.3,108.7,17.5
ind_5801,M,6,114.5,19.4
ind_5801,M,7.1,120.1,22.1
ind_5801,M,7.9,124.9,24.8
ind_5801,M,9,130.1,27.2
ind_5801,M,10,135.5,30.1
ind_5801,M,11.4,140.9,35.1
ind_5801,M,12.3,146.8,39.6
ind_5801,M,13,153.1,42.8
ind_5801,M,14.8,165.6,53.4
ind_5801,M,16.8,173.4,62.9
ind_5802,F,0.9,75,11.1
ind_5802,F,2,87.2,13.5
ind_5802,F,3,96.4,15.5
ind_5802,F,5,110.8,19.9
ind_5802,F,5.8,116.5,22.7
ind_5802,F,7.4,123.6,28.7
ind_5802,F,8.3,129.5,30.8
ind_5802,F,9,135.2,31.9
ind_5802,F,11,147.7,42.9
ind_5802,F,13,159.1,53.2
ind_5802,F,14.2,163.8,59
ind_5802,F,15,165.9,62.9
ind_5802,F,17.1,167.2,65.4
ind_5803,F,1.9,83.9,9.2
ind_5803,F,3.3,93.1,11.1
ind_5803,F,6.2,112.2,12.4
ind_5803,F,7,118.4,12.5
ind_5803,F,9,130.2,15.8
ind_5803,F,10.3,135.5,17.8
ind_5803,F,11.1,141.1,22.4
ind_5803,F,12.1,147.2,25.1
ind_5803,F,18,158.9,36.8
ind_5804,F,1,72.6,9.8
ind_5804,F,2.1,84.8,12
ind_5804,F,3.3,93.8,14.3
ind_5804,F,4,101.7,15.1
ind_5804,F,5,107.8,16.5
ind_5804,F,8.4,125.6,24.7
ind_5804,F,9,NA,26
ind_5804,F,10,136.7,30.8
ind_5804,F,11.1,142.4,36
ind_5804,F,12,148.5,40.1
ind_5804,F,13.4,153.1,44.8
ind_5804,F,14.3,157.3,48.6
ind_5804,F,14.9,159,51.7
ind_5804,F,16.1,159.9,54.1
ind_5804,F,17.3,160,55.3
ind_5804,F,18.1,160.1,54.4
ind_5805,F,0.8,73.2,9.5
ind_5805,F,2,85.3,11.2
